token1,token2,swap_address,lp_token
0x765de816845861e75a25fca122bb6898b8b1282a,0xef4229c8c3250C675F21BCefa42f58EfbfF6002a,0x9906589Ea8fd27504974b7e8201DF5bBdE986b03,0x39b6F09ef97dB406ab78D869471adb2384C494E3
0x2DEf4285787d58a2f811AF24755A8150622f4361,0x122013fd7dF1C6F636a5bb8f03108E876548b455,0x74ef28D635c6C5800DD3Cd62d4c4f8752DaACB09,0x4fF08e2a4E7114af4B575AeF9250144f95790982
0xD629eb00dEced2a080B7EC630eF6aC117e614f1b,0xBAAB46E28388d2779e6E31Fd00cF0e5Ad95E327B,0xaEFc4e8cF655a182E8346B24c8AbcE45616eE0d2,0x20d7274C5aF4f9DE6e8C93025e44aF3979d9Ab2b
0x765de816845861e75a25fca122bb6898b8b1282a,0x1bfc26cE035c368503fAE319Cc2596716428ca44,0xcCe0d62Ce14FB3e4363Eb92Db37Ff3630836c252,0x68b239b415970dD7a5234A9701cbB5BfaB544C7C
0x765de816845861e75a25fca122bb6898b8b1282a,0x90Ca507a5D4458a4C6C6249d186b6dCb02a5BCCd,0xF3f65dFe0c8c8f2986da0FEc159ABE6fd4E700B4,0x274DD2dF039f1f6131419C82173D97770e6af6B7
